material_number|material_name|material_group
MP20216|CABLE,SIGNAL,27M|NP139
2011426-MV|AMD-23-25.75x19.75|60CA
2011484-MV|VCD-23-13.875x76.875|60CA
2001085-MV|EM-30-40.625X12.625|60BA
1015472|COMP,ZPY888KCE-TE5-276,208/230V|9XA
1016103|COMP,SCREW,CSVH25-160Y-4AU,460V/3/60|9XA
2014188-MV|HW12C03S10-52.5X30-RHN|41AA
2014223-MV|HW58S02S13-75X34-RHN|41AA
1015852|VLV,CONN,1.125X0.875,ASC-9-7-LNWR|9XA
1035223|NOZL,1.2MM,PLAS,GRAVITY,3M,26712|NP065
2004472-MV|VCD-23-29.875x128.875|60CA
2014810-MV|VCD-43-70.875x52.875|60CA
326940|MTR,184T,BA 06G729X787G1|9XA
1015974|BLKHD,FNPT,1.25,UL94 CPVC,SCH80|9XA
1006467|ADPTR,SLIPXFNPT,1,PVC,SCH40,22FJ16|9XA
470414|ELBOW,CXC,1.125OD,45DEG,CPR|9XA
2011563-MV|27-APM-4-85-II-150|50BG
2011554-MV|AMD-23-16.75x22.75|60CA
2002880-MV|AMD-42-39.75x8.75|60CA
2002891-MV|VCD-43-117.875x25.875|60CA
MP15189|VALVE,PNEUMATIC,SOLENOID|NP139
APD-560|APD-560|9XA
446958|TAPE,SHRINK,4X180FT,9MIL,CLR|9XA
1037877|TSTAT, FOR ENCLOSURE, SCE-TEMD|9XA
1022577|CNFG, HEAT WHEEL1 LLT|9XA
1022617|FAN LOC2 MATVAR1|9XA
1022621|CNFG, FAN LOC1 FAN1|9XA
1022677|CNFG, LOUVER 1|9XA
2007847-MV|24-APH-4-100-II-150|50CB
MP13019|HANDLE,DOOR SAFETY|NP139
MP18853|BELT,COGGED|NP139
2000348-MV|DX12C03S10-50X45-LHE|41AA
1001492|FL,PLTD,MINI,16X20X6,MERV 13,PLFR,SGL|9XA
451218|BASE,MTR,ADJ,254B2|9XA
2016384-MV|VCD-43-52.875x128.875|60CB
2016376-MV|VCD-43-55.875x21.875|60CB
2012900-MV|VCD-23-33.875x43.875|60CA
2013102-MV|DX38S05S12-40X42.5-LHE|41AA
MP16814|CABLE,SIGNAL,18M|NP139
2011291-MV|VCD-42-54.875x54.875|60CA
2016372-MV|VCD-43-67.875x20.875|60CB
2016361-MV|VCD-43-26x51.875|60CB
2016360-MV|VCD-43-100.875x21.875|60CB
2016346-MV|VCD-43-10.875x41.875|60CB
2016297-MV|VCD-23-36.75x15.75|60CA
2016296-MV|VCD-23-47.875x80.313|60CA
2016173-MV|VCD-43-30.875x16.875|60CB
2014636-MV|VCD-43-65x39.875|60CA
2014581-MV|VCD-23-13.875x93.875|60CA
2013242-MV|VCD-23-14.75x97.75|60CA
2012922-MV|VCD-23-119.875x38.875|60CA
2012899-MV|VCD-23-18.875x19.875|60CA
2012757-MV|VCD-23-70.875x45.2|60CA
2012752-MV|VCD-23-29x45.2|60CA
2012748-MV|VCD-23-9.75x87.75|60CA
2012420-MV|VCD-43-13.875x81.875|60CA
2012402-MV|VCD-23-18.438x45.2|60CA
2012401-MV|VCD-23-29.875x29.875|60CA
2012376-MV|VCD-23-129.875x22.875|60CA
MP15518|VALVE,CHECK|NP139
2013305-MV|VCD-43-8x27.875|60CA
2013322-MV|VCD-23-89.75x14.75|60CA
2015979-MV|XQEI-24-300-200-G|50GA
1008169|WIRE,THHN,STRD,3/0,105DEG,600V,BLK|9XA
1010792|COND,1.25,BODY,LB,AL|9XA
2012811-MV|HW12C02S10-55X24-RHN|41AA
MP20108|REGULATOR,FILTER|NP139
2011838-MV|VCD-43-70.875x25.875|60CA
326936|MTR,256T,BA CUSTOM|9XA
1003281|NUT,WELD,.5-13,PLN|9XA
2012555-MV|VCD-23-107.875x29.875|60CA
2012498-MV|VCD-43-66.75x31.75|60CA
2012468-MV|VCD-43-12.625x60|60CA
1006565|CPLR,1/4IN X 3/8IN STL, QCK DISCONN|9XA
2012422-MV|VCD-43-13.875x81.875|60CA
2012624-MV|18-APH-4-65-III-150|50CB
2012601-MV|DX38S04S12-56X86.5-RHN|41AA
1006579|ELBOW,FNPT,1.25,90DEG,BLK MI|9XA
2012349-MV|EM-30-11.625X33.625|60BA
1006719|RDUCR,2IN->1.25IN 7072 CONCENTRIC GRXGR|9XA
1006737|NIP,1.25X3IN BRASS BRNHM|9XA
1006750|ADPTR,1.5IN MPT X SWT WROT CPR,2.5IN,CMA|9XA
1006785|NIP,1.25IN X CLOSE BRASS,3IN,BRNHCL|9XA
2012209-MV|24-APM-4-100-II-150|50BG
2012208-MV|24-APM-4-100-II-150|50BG
2012103-MV|24-APM-4-100-II-100|50BG
1007296|TEE,RDUCR,CXCXFPT,1.25X1.25X0.5,CAST BRZ|9XA
1008462|SCR,TCS,HWH,10-32X.375,T-1,ZC,GRN,TM3|9XA
1009054|ROD,THRD,.375-16X6FT,NYLN,BLK|9XA
1008933|BIT,DRILL 9/16IN X 1/2IN SHANK|9XA
1002236|STRNR,Y STYLE,2,SWT,BRZ|9XA
1006634|VLV,BALL,1.25,VV01278YBFF|9XA
MP14593|TRANSMITTER,M12-12P|NP139
MP15163|CYL,PNEUMATIC|NP139
1001399|WIRE,THHN,10GA,90DEG,600V,BLK|9XA
1001820|VLV,FLOAT,0.75X0.25-20,6AMA2|9XA
1001834|COMP,ZP36K3E-TF5-230,208/230V|9XA
1003011|SW,PRES/GA,DWYER,A3002|9XA
1003588|CONN,1.25,45 DEG,LQDTGHT,NO-INSUL,TB5245|9XA
1006457|TUBE,0.25ODX100FT,COIL,CPR,TYPE L,ACR|9XA
1006477|CPLG,CXC,0.625IN,CPR|9XA
1006740|NIP,1X4IN BRASS BRNGP|9XA
1006828|VLV,1.5IN BAL GBV-S SWT,10595-05773|9XA
1007047|TIMER,1A,ADJ,6S-5M,DELAY ON BRK|9XA
1009014|FAN,115V,50/60 HZ,RITTAL,3239.110|9XA
1008929|BIT,DRILL 7/8IN X 1/2IN SHANK|9XA
1009061|CLAMP,3IN->1/2IN 7045 T THRD BRANCH|9XA
1009088|"VLV,B232+AF24-S+NC/FC,BELIMO,2-POS,1.25"""|9XA
2011837-MV|24-APM-4-80-II-200|50BG
2011836-MV|24-APM-4-80-II-200|50BG
2011780-MV|20-APM-4-100-I-30|50BG
1009717|SNSR,HMDTY TRNSMTR,KELE HMD60Y|9XA
1010367|ELBOW,SOCK,1,90DEG,PVC,SCH40|9XA
2011479-MV|ICD-45-75.875x31.875|60BG
2011430-MV|VCD-23-28.875x46.875|60CA
2011419-MV|XUEF-22-5-B1-00-01-01|50BD
2013139-MV|VCD-42-41.875x19.875|60CA
1015771|SUBPNL,BENT,8.75X8.88,WHT,SCE-10P10|9XA
MP16520|FILTER,WATER,REPLACEMENT CARTRIDGE|NP139
MP16505|FRAME,CLAMP BODY,SHEET CLAMP SUPPORT|NP139
MP16958|CONNECTOR,STRAIGHT,G .125IN D6|NP139
1010844|NIP,MNPT,2X4,BRONZE,DIELEC|9XA
354181|SHEAVE,BK140 X 1.437,TB WOODS|9XA
2014610-MV|VCD-23-24.875x76.875|60CA
2014583-MV|VCD-23-21.875x93.875|60CA
2014582-MV|VCD-43-59.875x37.875|60CA
464304|VLV,TEV,.625X1.125X.25X5FT,EBSVE8GA|9XA
APHA-30|WELDED PLENUM FAN|50CB
1009497|CONDENSER FAN SE 30 NON CNFGBL,460V|11BA
1000910|SOUND ATTENUATOR PHANTOM|9XA
2014633-MV|VCD-43-77.875x9.875|60CA
2014615-MV|VCD-23-20.875x77.875|60CA
1009360|HNDL,PADLOCKING,FBRGLS,BLK,265077-00|9XA
1009650|BSHG,SDS X 35MM|9XA
383760|CONTACTOR,40A,120V,3P,SQD LC1D40G7|9XA
1003562|CNTCTR,TESYS D 3P EVERLINK AC/SQD-LC1D65|9XA
1006425|TEK SCR,HWH,.25-14X4,ZP,#3|9XA
1006497|ELBOW,CXC,90 DEG,RGH,1.5IN,CPR|9XA
1006801|ADPTR,1.25IN FPT X SWT WROT CPR,3IN,CFAH|9XA
1006864|CLAMP,3X2IN PLTD SPLIT HNGD EXTNSNMBB319|9XA
1006946|VLV,B248,AF24-SR,2,CCV,BELIMO BALL|9XA
1006976|ISOL,ELAST,RM-D 130|9XA
1007077|KIT,2IN HOSE-B|9XA
1010046|ROD,TUNGSTEN,3/32IN DIA,7IN L,2% CER GR|9XA
1010210|PADLOCK, SS, DISKUS, .3125 D, 3TMN6|9XA
1009951|FAN,115V,50/60HZ,RITTAL,3244.110|9XA
MP12391|CARD,PCI,8MB|NP139
2013254-MV|VCD-23-16.875x74.875|60CA
2013232-MV|ESD-603|61BA
MP21356|SPINDLE,SAW|NP139
MP2316|SWITCH,TAPESWITCH, TERMINATION ENDS|NP139
1001355|LUG,TYPE L,8-1/0AWG,CPR,.313 BOLT|9XA
1001378|TERM,DISCON,.25,22-18AWG,INSUL,FML,RED|9XA
2013473-MV|ESD-603|61BA
2013471-MV|AMD-23-37.75x73.75|60CA
2014837-MV|VCD-43-47.875x23.875|60CA
1003146|SNSR,TEMP,20FT BULB,HNYWL L4008E-1255|9XA
2014873-MV|VCD-23-46.875x33|60CA
1003151|PIPE,1.5,GALV,SCH40|9XA
2014875-MV|24-APH-4-100-II-150|50CB
1001633|FL,SYN,20X24X36,MERV 13,BAG,UL900|9XA
450375|TEE,FPT,0.75,BLK MI|9XA
1015679|FL,WTR,VIQUA,PENTEK DGD-5005|9XA
475157|VENT,SHRINK,PLAS,DS-683|9XA
1011610|BLWR,ZA,ER40C,3HP,TEFC,CTD,54000524|9XA
457080|CPLG,FNPT,0.75,BLK STL|9XA
MP12346|CYL,PANCAKE,1.50X.50|NP139
459536|MEDIA,GLASDEK,12X12X60|9XA
MP12372|ASM,TRIGGER,IGNITER|NP139
MP12350|MODULE,EXPANSION,ETHERCAT|NP139
MP17054|CUP,SUCTION,PIAB G .25IN,70MM|NP139
2013147-MV|SD58S02D06-54X78-LHN|41AA
1016227|UNION,SOCK,1.25,CPVC,SCH80,E84|9XA
1016234|FITTING,CORDGRIP,HEYC-2470|9XA
2003061-MV|HW12C03S10-38.75X19-RHN|41AA
2003062-MV|HW12C03S11-38.75X19-RHN|41AA
1006479|ELBOW,STRT,CXFTG,.625OD,90DEG,CPR,LRAD|9XA
1006480|ELBOW,STRT,CXFTG,0.625OD,45DEG,CPR|9XA
1008406|REACTOR,LINE,6MH,2A,NEMA3,RL-00234|9XA
1008943|ELEC,ENCL,CAM,35DEG,MINI .25 TURN,STEEL|9XA
472928|RFRGNT CNTRL,SW,LOPRESS,SUPCO,SLP|9XA
474714|CL_CNDR_48X38L0338L15-NAN|9XA
1032124|VLV,EEV,CAREL,E3V55SWR10|9XA
1003207|LUMBER,3X4X96,ECON/4/5MIN,SPF/SYP,HT|9XA
2012365-MV|VCD-43-30x41.875|60CA
2012363-MV|VCD-43-72.875x24.875|60CA
1006458|ELBOW,CXC,.875OD,45DEG,CPR|9XA
1006491|CPLG,RDUCR,CXC,W/ STOP,1.125X1,CPR|9XA
2012348-MV|VCD-43-59.75x9.75|60CA
1015865|FL,HEPA,GSK,99.99,12X24,304 SST|9XA
1015873|FL,HEPA,GEL,99.99,12X24,304 SST|9XA
1015538|LUG,2AWG,STD BBRL,CU,BRN, TB 54142|9XA
1001890|COMP,ZPU417KCE-TEC-273,208/230V|9XA
1001899|COMP,TLJ166-2A(121G0366),230V|9XA
1001905|COMP,SH540-3A (121G0213),208/230V|9XA
1010368|ELBOW,SOCK,2,90DEG,PVC,SCH40|9XA
469426|VLV,CHECK,0.625,ACK-10|9XA
2012366-MV|VCD-43-65x41.875|60CA
MP16803|TACK|NP139
1008447|HT EX,CNDNSER,HSE-7-410A,7TON|9XA
1000461|AF 22-22|9XA
1001687|VFD,E7BVA015,230V,5HP,15.2A|9XA
1001686|VFD,E7BVA009,230V,3HP,9.6A|9XA
381084|WIRE,MTW,10GA,90DEG,600V,RED|9XA
382086|TERM,PANDUIT #PV14-10R-C|9XA
2003624-MV|15-APM-4-90-II-75|50BG
2003629-MV|VCD-43-27.375x53.875|60CA
1015517|CONFIG, PANEL4|9XA
2016279-MV|VCD-43-11x51.875|60CB
1000686|VLV,FLOAT,4,4KU65|9XA
1002912|ELEC,KIT,CONN,CAREL PCOXCON0B0|9XA
1003324|NUT,.25-20,ZP,GR2,KEPS|9XA
1003350|BOLT,HH,TAP,.313-18X2.5,GR8,YZP|9XA
1006803|ADPTR,2IN FPT X SWT WROT CPR,3IN,CFAK|9XA
1008464|FIT,GREASE,MPTF,0.125,STL ZINC ,3236|9XA
1008934|BIT,DRILL 11/16IN X 1/2IN SHANK|9XA
1009631|VFD,CIMR-VU2A0001FAA,208/230V,1.2A|9XA
1014749|ELBOW,FNPT,2,45DEG,AL|9XA
HAZ1003231|PNT,LQD,ENML,041 DARK GRAY,GAL|ZHAZ
MP12895|CUP,SUCTION,SHEET SEPARATION LIFTING|NP139
MP18793|SWITCH,LIMIT|NP139
MP15091|SWITCH,PRESSURE|NP139
2001713-MV|36-APH-4-100-II-300|50CB
1016003|NUT,HEX,.625X.938,A05157,FLARE,BRASS|9XA
384812|VFD,CIMR-VU2A0004FAA,208/230V,.75HP,3A|9XA
481976|IOM,APD,APF,REV3|9XA
1003570|PROTECTOR,(B) SUPPLEMENTARY 277V/SQD-MG2|9XA
1007069|KIT,1IN HOSE-A|9XA
1010802|COND,1.5,BODY,LB,W/COVER & GASKET,AL|9XA
1014018|CPLG,1,BLK STL,SCH40|9XA
1011715|VLV,1.25IN,B&G 3DX,TRIPLE DUTY,STEEL,FPT|9XA
HAZ1006628|SPRYPNT,GLOSS BLK ACRYLIC,RUSTO 67220|ZHAZ
2003625-MV|15-APM-4-90-II-75|50BG
1008514|BLOWER,ER56C,7.5HP,ODP,CAGE,54000189|9XA
HAZ1009434|GAS,CMPR,OXYGEN,80CF CYL|NP067
473011|NIP,MNPT,.75X4,304SS,SCH40|9XA
453556|ELEC,CHNL,1.625X.812,STEEL,TB B140010|9XA
473610|HM 75-200 IND FAN, HEATCO #7021-11321|9XA
1000579|CPLG,CXC,1.125OD,CPR,W/O STOP|9XA
1000604|ELBOW,STRT,CXFTG,0.625OD,90DEG,SRAD,CPR|9XA
1000553|NIP,MNPT,0.75X12,BLK STL,SCH40|9XA
2013646-MV|AMD-23-99.75x17.75|60CA
2013643-MV|EM-30-69.625X35.625|60BA
1000947|POWER SPLY 3|9XA
1015853|VLV,CONN,1.375X1.125,ASC-11-9-LNWR|9XA
MP15001|CONNECTOR,INTERLOCK|NP139
MP15044|GEARBOX,40-1 RATIO,SZ80|NP139
MP15068|COUPLING,COMPLETE ROTEX-KUPPLUNG|NP139
MP15009|BODY,U-FRAME|NP139
MP15140|HINGE,180DEG,SGE INKJET COVER|NP139
MP2411|BEARING,RADIAL,DBL SEAL,20MM ID,52MM OD|NP139
2011703-MV|VCD-43-18x43.875|60CA
1001501|FL,PLTD,MINI,20X20X6,MERV 14,PLFR,BOX|9XA
2013318-MV|VCD-23-55.875x18.875|60CA
1041675|MTR,56,BA GNEM31116|9XA
2014565-MV|VCD-23-48.875x27.875|60CA
2016381-MV|VCD-43-45x28.375|60CB
MP18856|BELT,COGGED|NP139
1003320|MS,PPH,#8-32X1.5,ZP|9XA
1003497|FUSE,20A,600V,CLASS J,TIME DELAY|9XA
1003580|CONN,SPLIT BOLT,BRONZE,TB 2H|9XA
1003619|BOX,1G,AL.5,5 HOLE(2 SIDE),DRY-TITE|9XA
1006410|WSHR,LOCK,EXTRNL TOOTH,.25,ZP|9XA
1008482|BLOWER,ER35C,1HP,ODP,54000262|9XA
2012293-MV|VCD-43-35.875x60.063|60CA
2012292-MV|VCD-43-35.875x13.813|60CA
2012291-MV|VCD-43-34.875x72.875|60CA
827289|PVF300 4:1 MOD KIT|9XA
1000434|FORWARD CURVED 12-12|9XA
MP17058|SWITCH,FOOT,2 PEDALS,METAL HOOD|NP139
2001173-MV|CW58S08F10-72X120-LHH|41AA
2013466-MV|VCD-43-56.75x114.75|60CA
2005816-MV|24-APM-4-55-II-150|50BG
MP16341|CONNECTOR,.375IN NPSM FEMALE,.25IN HOSE|NP139
MP17055|ADAPTER,SUCTION,VACUUM CUP|NP139
1001163|CLAMP,STRUT CUSHION,2IN TUBG|9XA
1002032|COMP,SH300A7ABB (120H0131),575V|9XA
1008298|COMP,ZP44K5E-TF5-130,208/230V|9XA
1009639|CLAMP,STRUT CUSH,1.125,1.562,2.46,CPR|9XA
1036676|RECEIVER,STANDARD,UR201MP|9XA
310681VK|MTR100AYTBAL215T ECP3774T  VK-B|9XA
2011290-MV|40-APH-4-100-II-300|50CB
2003646-MV|27-APM-4-100-II-200|50BG
MP12352|BEARING,BLOCK,NO. 35 W|NP139
MP16009|ROLLER,HEAD/SHAFT,ROLL D 63MM,L 1627MM|NP139
1007728|INSUL,PIPE,ELSTM,BLK,.75X1.375,R5.2|9XA
1000489|VLV,GATE 3/4IN|9XA
1000505|ADPTR,SOCKXMNPT,1,PVC,SCH40|9XA
1000603|ELBOW,STRT,CXFTG,0.625OD,90DEG,CPR|9XA
1001939|COMP,HRH040U4LP6 (120U1211),460V|9XA
1002015|COMP,HRH034U7LP6 (120U1226),575V|9XA
2013240-MV|20-APH-4-100-I-50|50CB
2013120-MV|20-APH-4-100-I-30|50CB
2013087-MV|EM-30-33.625X53.625|60BA
2013036-MV|VCD-33-33.875x84.875|60CA
2013033-MV|VCD-33-41.875x26.875|60CA
MP20091|WEDGE,FRONT,5X15,4-60|NP139
1015537|LUG,4AWG,STD BBRL,CU,GRY, TB 54139|9XA
1001165|CLAMP,STRUT CUSHION,1.5IN TUBG|9XA
1001258|PLACARD SET,TERM,11-20 RC610|9XA
1006433|NUT,JAM,.25-20,GRA,ZP|9XA
1006468|CPLG,REDUC 1IN x 3/4IN CPR W/ STOP|9XA
1006503|TEE,CXCXC,0.5IN,CPR|9XA
1006476|CPLG,RDUCR,CXC,W/ STOP,1.125X1,CPR|9XA
1003240|CHNL,DEEP STRUT,SOLID,0.8175,ZP|9XA
1008423|REACTOR,LINE,1.8MH,25A,NEMA3,RL-02533|9XA
472242|ELBOW,FNPT,1.25,90DEG,304SS|9XA
473001|VLV,BALL,1.5,VBN3EL3POD|9XA
1009475|PLASMA,TIP,THERMAL,30AMP|NP068
456205|TEE,FPT,2,BLK MI|9XA
1001261|PLACARD SET,TERM,100X3 RC610|9XA
473282|WHL,TE450,17.91DIAX7.96,1.125,545TA26E|9XA
473613|HTR,SIG CONDITIONER,HEATCO #SC30-09|9XA
1001354|LUG,.25BOLT,6AWG,AL,GRAY,ILSCO-ACL-6|9XA
1001387|CONN,1/0-14AWG,INLINE,2PORT,INSUL|9XA
1001476|FL,PLTD,MINI,24X24X6,MERV 11,PLFR,BOX|9XA
1003444|LGT,24VAC,22MM,AMBER|9XA
1003432|ELEC,ACSR,END,TERMINAL BLOCK,039990302|9XA
1003615|ELEC,STRAP BOX,1.5,2HL,NON-MET,PVC/RIGID|9XA
2016553-MV|VCD-23-112.875x43|60CA
2016555-MV|VCD-23-40.875x50.875|60CA
MP15000|UNIT,STEERING|NP139
MP15031|CHAIN,ROLLER,ANSI 35,.375IN PITCH|NP139
MP15060|SWITCH,SELECTOR,22MM,3POS,2NO-2NC,MAINT|NP139
MP15086|BALLSCREW,LONG|NP139
MP15118|GAUGE,PRESSURE,1-100PSI|NP139
MP15137|VALVE,CHECK,.5IN,NPT COMPACT|NP139
2016236-MV|VCD-23-47.875x6|60CA
1015940|ELBOW,STRT,FNPTXMNPT,3,90DEG,BLK MI|9XA
1015946|HTR,SFTY CKT WIRG EXT,2FT,HEATCO,HMWA46|9XA
MP15204|VALVE,HYDRAULIC,DIRECTIONAL CONTROL,DCV|NP139
MP15209|PUSH BUTTON,1NO,1NC,AMBER,24VDC,ILLUM|NP139
MP6020|DIE SAFETY CLICKS,BARREL L IS 27MM|NP139
1008135|COVER,PLATE,1G,DUPLEX RECEP,302SS|9XA
1008302|COMP,ZPT88K5E-TF5-130,208/230V|9XA
1015480|COMP,ZPY145MCE-TEE-276,575V|9XA
383005|VFD,CIMR-E7U40301,460V,50HP,67.2A|9XA
383691|CONTACTOR,50A,24V,3P,SQD LC1D50B7|9XA
476267|COMP,ZPDT12MCE-TFE-250 ,575V|9XA
2000951-MV|EM-30-26.958X26.958|60BA
2000954-MV|VCD-23-66.75x11.75|60CA
2000967-MV|VCD-43-51.875x15.875|60CA
2000974-MV|CD516L04S14-77X59-RH|41AA
MP19086|PIN,AXLE|NP139
2011435-MV|VCD-23-28.875x46.875|60CA
2014877-MV|EM-30-32.275X32.275|60BA
2014740-MV|VCD-43-80.75x11.75|60CA
2014880-MV|VCD-23-43.75x48.75|60CA
1001537|FL,PLTD,MINI,20X24X12,MERV 13,PLFR,SGL|9XA
1000933|CLEANING KIT 1, UV|9XA
1000938|CLEANING KIT 6|9XA
1001313|RELAY,SOCKET,5 BLD,16A|9XA
1009463|TUBE REPLACEMENT,BRAZING,AT61|NP068
2013171-MV|VCD-33-67.75x26.75|60CA
2016053-MV|VCD-23-8.875x68.875|60CA
1002256|VLV,MAN,3.125IN,AQ17870|9XA
1003267|SCR,CS,HH,.25-20X3,ZP,GR5|9XA
1003298|NUT,HSF,.313-18,GR5,ZP|9XA
1003341|NUT,8-32 FIN HX MACH TRIZP|9XA
1006731|RDUCR,4IN->2IN 7072 CONCENTRIC GRXGR 2IN|9XA
1003398|NIP,MNPT,0.5X3,GALV,SCH40|9XA
1006780|NIP,1IN X CLOSE BRASS,2.5IN,BRNGCL|9XA
1003463|WIRE NUT,YELLOW,IDEAL 30-274|9XA
1003553|CONN,REV CNTCTR PWR/SQD-LAD8069|9XA
1003518|HTR,3.3 KW, 480/3/60 MARKELP 3P5103CA1N|9XA
1003599|LUG,1/0AWG,STD BRRL,CU,PINK,TB 54153|9XA
1006459|CPLG,CXC,1.125OD,CPR,W/STOP|9XA
1006462|ELBOW,90DEG 2IN CXC CLOS RGH CPR|9XA
1006492|ELBOW,CXC,90 DEG,LNG RAD,2IN,CPR|9XA
1006507|CLAMP,HOSE,1.25,0.5,SS,62011|9XA
1006514|TUBE,COIL,0.25ODX500FT,POLYTH|9XA
1006538|TEE,CXCXC,0.75OD,CPR|9XA
1006550|CLAMP,HOSE,2.25,1.25,SS,62015|9XA
1006551|CPLG,REDUC 3/4IN x 3/8IN CPR W/ STOP|9XA
1006556|CPLR,COMPRESXFNPT,0.25,STL|9XA
1006566|NIP,MNPT,0.75XCL,GALV,SCH40|9XA
1006797|ADPTR,1.5IN FPT X SWT WROT CPR,2.5IN,CFA|9XA
1006590|CPLG,REDUC 1/2IN x 1/2IN CPR W/ STOP|9XA
1006612|CPLG,FNPT,1.25,GALV|9XA
1006941|VLV,B217,LRB24-SR,.75,CCV,BELIMO BALL|9XA
1006725|RDUCR,3IN->1.25IN 7072 CONCENTRIC GRXGR|9XA
1006972|INSUL,STRIPS,POLYST,2.625X1X96,R5|9XA
1007036|LGT,FIX,120V,150W,STD GLASS/CAGE 15801|9XA
1007074|KIT,1IN HOSE-B|9XA
1007079|KIT,1IN HOSE-C|9XA
1001944|COMP,HRH054U4LP6 (120U1376),460V|9XA
1002127|FL,LQD LINE,EKZ-033S,3/8 ODF|9XA
1002294|MTR,56,BA,EM3545|9XA
1002245|VLV,MAN,.25IN,AQ17859|9XA
1002276|VLV,CONN,0.75,SCHRADER A31004|9XA
2013092-MV|22-APM-4-75-II-150|50BG
2012252-MV|VCD-43-119.875x46.875|60CA
2012215-MV|VCD-23-27.875x64.875|60CA
2012305-MV|20-APM-4-85-II-100|50BG
2012207-MV|VCD-43-190.75x15.75|60CA
2012193-MV|VCD-23-8.75x49.75|60CA
2012282-MV|CW12C06S10-52.5X80.5-LHN|41AA
2012239-MV|ESD-603|61BA
1008528|SENSOR,2% RELHUM,4/20MA,SRH-2P-D-11-T0-N|9XA
1009674|LBL P,INNOVENT LOGO,WHT,26X8,EA|9XA
2012152-MV|ICD-44-95.875x35.875|60BG
1000889|CPLG,RDUCR,CXFTG,2.125X1.125OD,CPR|9XA
1001336|PNL,NEMA 12 / 17.00x17.00|9XA
1001943|COMP,HRH051U4LP6(120U1371),460V|9XA
1003325|WSHR,FLAT,.036X.183X.433,ZP|9XA
2001246-MV|HW58S02H10-36X29-LH|41AA
2014768-MV|VCD-43-22.875x55.875|60CA
305796|MTR,143T,BA,ECP3583T-4|9XA
MP16928|ELEMENT,CONTACT,2NO|NP139
2015321-MV|VCD-23-61.875x77.875|60CA
1009966|EXT,AL,.25,AMS,8X2.29,33'|9XA
1010103|HT EX,CASS,TAR120-200|9XA
1015668|SUBASM,NEST E|9XA
190375|SHT,12GA,48X96,SS,304,2B|9XA
1000555|NIP,MNPT,0.75X6,BLK WLD STL,SCH40|9XA
1000721|TUBE,COIL,0.25ODX50FT,CPR,REFRIG|9XA
1000934|CLEANING KIT 2|9XA
1001321|PSTN,1-1/2IN PWR FSHNG FOAM|9XA
1003411|COND,.75,FLEX,LQDTGHT,NON UL,GRAY|9XA
1003586|CONN,.75,45 DEG,LQDTGHT,ML,ZP,TB 5243|9XA
1003592|CONN,.75,90 DEG,LQDTGHT,NON-INSUL,TB5253|9XA
MP16810|AMPLIFIER,SERVO,36A|NP139
1006416|NUT,HEX,#10-24,GR2,ZP|9XA
1006515|ELBOW,CXFTG,45 DEG,STREET,2IN,CPR|9XA
1006553|ELBOW,45 DEG 2IN C X C CPR|9XA
1006557|RDUCR,2IN X 1 1/2IN FTG X CPR|9XA
1006537|CPLG,CXC,0.75OD,CPR,W/STOP|9XA
1006604|ELBOW,CXC,2.625OD,45DEG,CPR|9XA
1006586|CPLG,1/4IN x 1/4IN CPR W/ STOP|9XA
1006762|UNION,FNPT,1.5,BRASS|9XA
1006841|ADPTR,CXFNPT,0.875OD,CPR|9XA
1006942|VLV,B222,LRB24-SR,1,CCV,BELIMO BALL|9XA
1006937|VLV,B349,AF24-SR,2,CCV,BELIMO BALL|9XA
1006938|VLV,B350,AF24-SR,2,CCV,BELIMO BALL|9XA
1006975|ISOL,ELAST,RM-D 80|9XA
1007013|ADPTR,FNPTXSWT,0.25OD,CPR,BRASS NUT|9XA
1007113|ELEC,STRAP,2,1HL,EMT|9XA
1008162|COND,.5,FLEXLQDTGHT,NON UL,GRAY,CUT REEL|9XA
1007745|ELBOW,STRT,CXC,.5OD,45DEG,CPR|9XA
2011886-MV|ICD-45-75.875x31.875|60BG
1008908|FIT,2.5IN X C 45DEG CLOSE|9XA
1008931|BIT,DRILL 5/16IN HVY DTY|9XA
1009108|"INSUL,2"" 786/787,VIC INSUL KIT (784)"|9XA
1009599|MS,PTH,.25-20X1.25,SS,18-8|9XA
1009664|CPLG,CXC,0.375OD,CPR,W/O STOP|9XA
1015588|ELEC,EMC FLTR,600V,40A,ACME,ALRB045TBC|9XA
1000945|POWER SPLY 1, UV|9XA
1001265|PLACARD SET,TERM,100X7 RC610|9XA
1001369|TAPE,ELEC,.75X36YD|9XA
1001376|TERM,BUTT SPLICE,22-18AWG,INSUL,BLUE|9XA
1001743|VFD,CIMR-AU5A0009FAA,575,7.5HP,9A|9XA
1001821|VLV,FLOAT,4,4KU65|9XA
1002111|VLV,TXV,OZE-35-GA-1.125X1.375X.25IN-10FT|9XA
1009983|WIRE,AL,5356,0.094DIA,36IN LENGTH,10#BOX|9XA
1010189|VFD,CIMR-AU5A0052FAA,575/3,52A|9XA
1010771|COND,.75,FLEXLQDTGHT,ZHLA,ZERO HALOGEN|9XA
1011669|PLUG,BLK,1.5IN,SQ HD|9XA
1011949|CS,HH,.5-13X3,SS,316|9XA
2012191-MV|VCD-23-39.875x13.875|60CA
2012179-MV|VCD-43-27.875x58.875|60CA
1015864|FL,HEPA,GSK,99.99,24X24,304 SST|9XA
